KEY1,Χρόνος Παράδοσης,Regional Unity,Full Address,,Account : Site : Site PostCode
Κωδ.Πρ.: 113426,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ. ΜΕΛΕΤΙΟΥ-117-119,,10446
Κωδ.Πρ.: 116651,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΤΡΑΒΩΝΟΣ-27,,19500
Κωδ.Πρ.: 100397,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΥΔΩΝΙΩΝ-30,,17121
Κωδ.Πρ.: 116649,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΚΑΛΥΒΙΩΝ 82 & Μ. ΑΛΕΞΑΝΔΡΟΥ 2,,19010
Κωδ.Πρ.: 228565,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣΙΛΙΣΣΗΣ ΟΛΓΑΣ-227,,54646
Κωδ.Πρ.: 228564,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΠΟΛΛΩΝΟΣ-30,,54454
Κωδ.Πρ.: 112230,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓΙΟΥ ΜΕΛΕΤΙΟΥ-136-138,,10446
Κωδ.Πρ.: 116647,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΟΝΟΠΙΣΟΠΟΥΛΟΥ-22,,11524
Κωδ.Πρ.: 116646,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΜΑΡΑΘΩΝΟΣ-4,,19005
Κωδ.Πρ.: 111316,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Λ. ΒΟΥΛΙΑΓΜΕΝΗΣ-122,,11744
Κωδ.Πρ.: 118657,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΘΝ. ΑΝΤΙΣΤΑΣΗΣ & ΞΕΝΟΦΩΝΤΟΣ-8,,19200
Κωδ.Πρ.: 228563,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΝ.ΣΤΡΑΤΙΩΤΟΥ-2,,54631
Κωδ.Πρ.: 113424,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ 131 & ΓΙΑΝΝΑΡΗ-41,,10445
Κωδ.Πρ.: 113423,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΡΩΤΟΠΑΠΑΔΑΚΗ-19,,11147
Κωδ.Πρ.: 229831,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΛΕΩΦ.ΑΘΗΝΩΝ-24,,57003
Κωδ.Πρ.: 120409,24,ΠΕΙΡΑΙΩΣ,Γ. ΘΕΟΤΟΚΗ-67,,18539
Κωδ.Πρ.: 101272,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-84,,14231
Κωδ.Πρ.: 118656,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΥΠΡΟΥ-29,,13561
Κωδ.Πρ.: 116644,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΡΗΓΟΡΙΟΥ ΑΥΞΕΝΤΙΟΥ 12-14 & ΚΡΑΤΕΡΟΥ 30,,15771
Κωδ.Πρ.: 229853,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓ. ΔΗΜΗΤΡΙΟΥ-10,,57008
Κωδ.Πρ.: 228559,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΕΝΙΖΕΛΟΥ ΕΛ.-76,,54631
Κωδ.Πρ.: 118653,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΕΛ. ΒΕΝΙΖΕΛΟΥ-114,,19200
Κωδ.Πρ.: 118654,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΣΗΛΥΜΒΡΙΑΣ-3,,19100
Κωδ.Πρ.: 118652,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΓΚΑΛΟΥ 42 & ΛΑΣΚΟΥ-,,19200
Κωδ.Πρ.: 114378,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΑΣΚΑΡΙΔΟΥ 70 & ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ 41,,17671
Κωδ.Πρ.: 120406,24,ΠΕΙΡΑΙΩΣ,ΑΚΤΗ ΙΩΝΙΑΣ 38 & ΜΠΟΥΜΠΟΥΛΙΝΑΣ,,18756
Κωδ.Πρ.: 228555,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣΙΛΙΣΣΗΣ ΟΛΓΑΣ-15,,54640
Κωδ.Πρ.: 228558,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΟΛΥΤΕΧΝΕΙΟΥ-47,,54625
Κωδ.Πρ.: 117562,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΣΤΑΜΟΝΗΣ-63Α,,14235
Κωδ.Πρ.: 100102,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,25ης ΜΑΡΤΙΟΥ-40,,56429
Κωδ.Πρ.: 115689,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΗΡΑΣ-2,,16671
Κωδ.Πρ.: 229837,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΔΡΕΑ ΠΑΠΑΝΔΡΕΟΥ-202,,56626
Κωδ.Πρ.: 101090,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΟΤΑΜΟΥ-13,,18122
Κωδ.Πρ.: 111308,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΡ. ΣΜΥΡΝΗΣ-51,,16231
Κωδ.Πρ.: 115686,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛΑΤΕΙΑ ΗΡΩΩΝ ΚΥΠΡΟΥ-12,,17123
Κωδ.Πρ.: 115685,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΗΣΙΜΟΠΟΥΛΟΥ-87,,17564
Κωδ.Πρ.: 111314,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΠΠΟΔΑΜΟΥ-3-5,,11635
Κωδ.Πρ.: 115687,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Π. ΤΣΑΛΔΑΡΗ-15,,17455
Κωδ.Πρ.: 118651,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΘΗΒΩΝ-25,,12136
Κωδ.Πρ.: 119504,24,ΠΕΙΡΑΙΩΣ,Π. ΤΣΑΛΔΑΡΗ-53,,18450
Κωδ.Πρ.: 118650,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΟΛΩΜΟΥ 61 & ΜΟΝΕΜΒΑΣΙΑΣ 24,,12133
Κωδ.Πρ.: 118648,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦΟΡΟΣ ΝΑΤΟ-100,,19300
Κωδ.Πρ.: 117561,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΙΟΝΥΣΟΥ-45,,15124
Κωδ.Πρ.: 119501,24,ΠΕΙΡΑΙΩΣ,ΚΩΣΤΗ ΠΑΛΑΜΑ-49,,18452
Κωδ.Πρ.: 113417,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΑΣΚΑΡΑΤΟΥ-8-10,,11141
Κωδ.Πρ.: 229814,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,Π. ΤΣΑΛΔΑΡΗ-46,,56728
Κωδ.Πρ.: 111302,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΦΡΥΓΙΑΣ-5,,16231
Κωδ.Πρ.: 119500,24,ΠΕΙΡΑΙΩΣ,ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ-75,,18120
Κωδ.Πρ.: 114375,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΣΘΕΝΟΥΣ-25,,17671
Κωδ.Πρ.: 117557,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΡΟΔΟΔΑΦΝΗΣ 54 Κ-3,,15125
Κωδ.Πρ.: 229807,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΟΛΥΤΕΧΝΕΙΟΥ-34,,56334
Κωδ.Πρ.: 113416,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΕΫΔΕΝ-22,,10434
Κωδ.Πρ.: 111301,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΤΡΙΠΤΟΛΕΜΟΥ-32,,11854
Κωδ.Πρ.: 116634,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΡ. ΚΟΥΣΙΔΗ-55,,15772
Κωδ.Πρ.: 100653,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΠΑΖΩΛΗ-1-3,,54630
Κωδ.Πρ.: 115681,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΙΚΡΑΣ ΑΣΙΑΣ 143 & ΛΕΥΚΩΣΙΑΣ-,,16562
Κωδ.Πρ.: 118645,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΘΗΒΩΝ-193,,12134
Κωδ.Πρ.: 110221,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΤΗΣΙΩΝ-55,,10433
Κωδ.Πρ.: 118644,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΡΙΑΜΟΥ-7,,13122
Κωδ.Πρ.: 114370,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΡ. ΣΜΥΡΝΗΣ & ΝΟΤΑΡΑ-42,,17778
Κωδ.Πρ.: 111300,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΠΑΚΝΑΝΑ 8 & ΤΟΥΡΜΕΡ-22Α,,11745
Κωδ.Πρ.: 113414,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ. ΓΛΥΚΕΡΙΑΣ-29,,11147
Κωδ.Πρ.: 118643,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΚΑΜΑΤΕΡΟΥ 69 & ΣΚΟΥΦΑ,,13451
Κωδ.Πρ.: 229802,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΤΕΓΟΠΟΥΛΟΥ ΧΡ.-3,,56224
Κωδ.Πρ.: 228551,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΠΑΚΥΡΙΑΖΗ-22,,54645
Κωδ.Πρ.: 117552,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-8,,13674
Κωδ.Πρ.: 119497,24,ΠΕΙΡΑΙΩΣ,13ης ΟΚΤΩΒΡΙΟΥ & ΕΥΚΛΕΙΔΟΥ-6,,18758
Κωδ.Πρ.: 116631,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΚΟΡΩΠΙΟΥ-ΑΓ. ΜΑΡΙΝΑΣ 63,,19400
Κωδ.Πρ.: 120403,24,ΠΕΙΡΑΙΩΣ,ΑΙΤΩΛΙΚΟΥ-63,,18545
Κωδ.Πρ.: 118639,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΝΑΩΝ 75 & ΠΑΤΡΟΚΛΟΥ 89,,13122
Κωδ.Πρ.: 116629,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΣΑΡΩΝΙΔΑΣ-18-20,,19013
Κωδ.Πρ.: 118638,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-374,,19006
Κωδ.Πρ.: 113412,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΘΕΟΤΟΚΗ-1,,11141
Κωδ.Πρ.: 119496,24,ΠΕΙΡΑΙΩΣ,ΤΖΑΒΕΛΛΑ 111 & ΑΝΑΓΕΝΝΗΣΕΩΣ,,18450
Κωδ.Πρ.: 118636,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-5,,13561
Κωδ.Πρ.: 229799,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΠΑΝΔΡΕΟΥ ΑΝ.-107,,56728
Κωδ.Πρ.: 118633,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΝΙΚ. ΠΛΑΣΤΗΡΑ-41,,13561
Κωδ.Πρ.: 118632,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,ΚΟΥΝΤΟΥΡΙΩΤΗ & 28ΗΣ ΟΚΤΩΒΡΙΟΥ 180,,19006
Κωδ.Πρ.: 229798,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΡΥΟΥΛΩΝ-58,,55132
Κωδ.Πρ.: 112227,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΑΛΕΞΑΝΔΡΑΣ-71-73,,11474
Κωδ.Πρ.: 114368,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΟΪΡΑΝΗΣ-94,,17672
Κωδ.Πρ.: 229847,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΩΡΑΙΟΚΑΣΤΡΟΥ-95,,56430
Κωδ.Πρ.: 118629,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ. ΙΕΡΟΘΕΟΥ-90,,12135
Κωδ.Πρ.: 119492,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΡΑΚΛΕΙΟΥ-4,,12351
Κωδ.Πρ.: 115673,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,AΙΝΟΥ 77 & ΚΑΡΑΟΛΗ-45,,17341
Κωδ.Πρ.: 118628,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΔΟΜΕΝΕΩΣ-90,,13122
Κωδ.Πρ.: 119491,24,ΠΕΙΡΑΙΩΣ,ΛΑΜΠΡΑΚΗ ΓΡΗΓ.-330Α,,18452
Κωδ.Πρ.: 118627,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΤΖΩΝ ΚΕΝΝΕΝΤΥ-201,,12136
Κωδ.Πρ.: 117549,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΚΗΦΙΣΙΑΣ-236,,14562
Κωδ.Πρ.: 113410,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΠΑΦΛΕΣΣΑ 71 & ΗΝΙΟΧΟΥ,,11146
Κωδ.Πρ.: 116626,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΑΚΡΥΓΙΑΝΝΗ 43 & ΙΟΚΑΣΤΗΣ 47-49,,15772
Κωδ.Πρ.: 116623,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ. ΜΑΡΑΘΩΝΟΣ-145,,19005
Κωδ.Πρ.: 116622,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΠΛ. ΒΑΣ. ΚΩΝΣΤΑΝΤΙΝΟΥ-12,,19002
Κωδ.Πρ.: 120395,24,ΠΕΙΡΑΙΩΣ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ-77-79,,18536
Κωδ.Πρ.: 115671,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΟΛΥΖΩΪΔΟΥ 2 & ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ 41,,16346
Κωδ.Πρ.: 228541,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΤΣΙΜΙΣΚΗ-15,,54624
Κωδ.Πρ.: 119488,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΟΚΡΑΤΙΑΣ 82 & ΚΟΡΥΔΑΛΛΟΥ,,12244
Κωδ.Πρ.: 113406,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΑΝΙΤΑΚΗ  47 & ΔΥΡΡΑΧΙΟΥ,,10443
Κωδ.Πρ.: 115668,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛΟΥΤΩΝΟΣ 30 & ΑΡΙΣΤΟΦΑΝΟΥΣ,,17236
Κωδ.Πρ.: 229792,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΚΑΡΑΟΛΗ & ΔΗΜΗΤΡΙΟΥ-62,,56224
Κωδ.Πρ.: 116621,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΛΑΤΕΙΑ ΠΑΙΔΩΝ-3,,11527
Κωδ.Πρ.: 119489,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΙΕΡΑ ΟΔΟΣ 277 & ΣΟΛΩΜΟΥ,,12244
Κωδ.Πρ.: 115665,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ.ΔΗΜΗΤΡΙΟΥ-21,,17343
Κωδ.Πρ.: 228540,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΟΣΕΙΔΩΝΟΣ 19 & ΑΝΑΞΙΜΑΝΔΡΟΥ,,54250
Κωδ.Πρ.: 229788,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓΝΩΣΤΟΥ ΣΤΡΑΤΙΩΤΗ-33,,56533
Κωδ.Πρ.: 118622,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΙΟΝΥΣΙΟΥ & ΑΓ.ΦΑΝΟΥΡΙΟΥ 54,,13122
Κωδ.Πρ.: 118621,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΝ. ΠΑΠΑΝΔΡΕΟΥ-248,,13121
Κωδ.Πρ.: 116617,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Γ. ΒΛΑΧΟΥ-55,,11525
Κωδ.Πρ.: 110218,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ-54,,11742
Κωδ.Πρ.: 113404,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΥΡΡΑΧΙΟΥ-83,,10443
Κωδ.Πρ.: 228539,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,Λ. ΚΩΝ/ΝΟΥ ΚΑΡΑΜΑΝΛΗ-182,,54248
Κωδ.Πρ.: 120394,24,ΠΕΙΡΑΙΩΣ,ΠΛ. ΛΟΥΔΟΒΙΚΟΥ-2,,18531
Κωδ.Πρ.: 115661,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΗΡΑΚΛΕΙΟΥ-25,,17124
Κωδ.Πρ.: 113403,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΑΡΑΪΣΚΑΚΗ-24,,11146
Κωδ.Πρ.: 118620,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΕΩΡΓΙΟΥ ΠΑΠΑΝΔΡΕΟΥ-35,,13562
Κωδ.Πρ.: 229783,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΘ. ΚΟΥΛΑΚΙΩΤΗ & ΒΕΝΙΖΕΛΟΥ,,57300
Κωδ.Πρ.: 116613,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΤΡΙΦΥΛΙΑΣ 37-39 & ΛΑΡΙΣΗΣ,,11524
Κωδ.Πρ.: 112226,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΛΚΜΑΝΟΣ-4,,11528
Κωδ.Πρ.: 117544,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΡΙΣΤΟΤΕΛΟΥΣ-230,,13671
Κωδ.Πρ.: 118619,24,ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,28ης ΟΚΤΩΒΡΙΟΥ-418,,19006
Κωδ.Πρ.: 228533,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΤΣΙΑΠΑΝΟΥ-40,,54352
Κωδ.Πρ.: 115658,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΚΥΠΡΟΥ 2 & ΙΩΝΙΑΣ,,17456
Κωδ.Πρ.: 228531,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΠΑΝΑΓΙΑΣ ΦΑΝΕΡΩΜΕΝΗΣ-53,,54632
Κωδ.Πρ.: 120390,24,ΠΕΙΡΑΙΩΣ,ΣΧΙΣΤΗΣ-23,,18533
Κωδ.Πρ.: 117541,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΓ. ΝΕΚΤΑΡΙΟΥ 57 & ΘΡΙΑΜΒΟΥ,,14122
Κωδ.Πρ.: 120388,24,ΠΕΙΡΑΙΩΣ,ΓΟΥΝΑΡΗ-7,,18531
Κωδ.Πρ.: 113401,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΥΡΑΚΟΥΣΩΝ-3,,11142
Κωδ.Πρ.: 100716,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΒΑΣΙΛΕΩΣ ΗΡΑΚΛΕΙΟΥ-25,,54624
Κωδ.Πρ.: 115656,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΕΥΞ. ΠΟΝΤΟΥ 153 & ΣΤΑΔΙΟΥ,,17123
Κωδ.Πρ.: 119482,24,ΠΕΙΡΑΙΩΣ,ΑΓ. ΓΕΩΡΓΙΟΥ-32,,18120
Κωδ.Πρ.: 117539,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΔΕΚΕΛΕΙΑΣ 11 & Κ.ΒΑΡΝΑΛΗ,,14343
Κωδ.Πρ.: 114366,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΑΜΠΡΑΚΗ ΓΡ. & ΜΑΡΑΘΩΝΟΣ 16,,17778
Κωδ.Πρ.: 229773,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΕΘΝ. ΑΝΤΙΣΤΑΣΗΣ-48,,55133
Κωδ.Πρ.: 100949,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,28ΗΣ ΟΚΤΩΒΡΙΟΥ-264,,11255
Κωδ.Πρ.: 113396,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΛΕΠΑ-52,,11141
Κωδ.Πρ.: 115742,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΤΡ. ΠΑΠΑΓΟΥ-116,,17343
Κωδ.Πρ.: 117535,24,ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΡΥΣΟΥ ΑΙΩΝΟΣ 2 & ΠΕΡΙΚΛΕΟΥΣ 42,,15122
Κωδ.Πρ.: 100504,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΜΕΤΑΜΟΡΦΩΣΕΩΣ-68,,18345
Κωδ.Πρ.: 113395,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΛΕΩΦ. ΙΩΝΙΑΣ-285,,11143
Κωδ.Πρ.: 228524,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΝΑΓΕΝΝΗΣΕΩΣ & ΦΙΝΤΙΟΥ-5,,54627
Κωδ.Πρ.: 228523,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΑΓ. ΔΗΜΗΤΡΙΟΥ-78,,54631
Κωδ.Πρ.: 112220,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΑΤΗΣΙΩΝ-339,,11141
Κωδ.Πρ.: 101360,24,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΝ. ΠΑΠΑΝΔΡΕΟΥ-216,,13121
Κωδ.Πρ.: 114363,24,ΠΕΙΡΑΙΩΣ,ΣΜΟΛΕΝΣΚΥ-23,,18547
Κωδ.Πρ.: 228522,24,ΘΕΣΣΑΛΟΝΙΚΗΣ,ΜΑΚΕΔΟΝΙΑΣ-47,,54644
Κωδ.Πρ.: 116605,24,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΛΕΩΦ.  ΒΡΑΥΡΩΝΟΣ-57,,19016
Κωδ.Πρ.: 115649,24,ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΝΙΚ. ΠΛΑΣΤΗΡΑ 23 & ΠΕΡΓΑΜΟΥ,,17121
Κωδ.Πρ.: 116604,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΣΕΒΑΣΤΟΥΠΟΛΕΩΣ-137,,11526
Κωδ.Πρ.: 115648,24,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,Μ. ΑΝΤΥΠΑ-18,,16346
